"","N_Accesion","gi","Title","Serotype","Genotype","Gene","Size_sequence","Country","Location","Year","Month","lat_country","lon_country","locationtype_country","formatted_country","lat_location","lon_location","locationtype_location","formatted_location","Comments"
"5375","JX286524",482721332,"Dengue_virus_2_isolate_DGV106_complete_genome","DENV_2","American_Asian","Complete_Genome",10587,"Brazil",NA,2010,"Apr",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_15_Apr_2010"
"5376","JX286523",482721330,"Dengue_virus_2_isolate_DGV91_complete_genome","DENV_2","American_Asian","Complete_Genome",10611,"Brazil",NA,2010,"Mar",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_24_Mar_2010"
"5377","JX286522",482721328,"Dengue_virus_2_isolate_DGV34_complete_genome","DENV_2","American_Asian","Complete_Genome",10599,"Brazil",NA,2010,"Feb",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_24_Feb_2010"
"5378","JX286521",482721326,"Dengue_virus_2_isolate_ACS721_complete_genome","DENV_2","American_Asian","Complete_Genome",10597,"Brazil",NA,2010,"May",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_04_May_2010"
"5379","JX286520",482721324,"Dengue_virus_2_isolate_DGV37_complete_genome","DENV_2","American_Asian","Complete_Genome",10598,"Brazil",NA,2010,"Feb",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_24_Feb_2010"
"5380","JX286519",482721322,"Dengue_virus_2_isolate_ACS542_complete_genome","DENV_2","American_Asian","Complete_Genome",10540,"Brazil",NA,2010,"May",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_04_May_2010"
"5381","JX286518",482721320,"Dengue_virus_2_isolate_ACS538_complete_genome","DENV_2","American_Asian","Complete_Genome",10544,"Brazil",NA,2010,"Apr",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_plasma_12_Apr_2010"
"5382","JX286517",482721318,"Dengue_virus_2_isolate_ACS46_II_complete_genome","DENV_2","American_Asian","Complete_Genome",10539,"Brazil",NA,2010,"Mar",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"American_Asian_Brazil_passaged_in_C6_36_mosquito_cells_01_Mar_2010"
"5383","JX286516",482721316,"Dengue_virus_2_isolate_ACS46_complete_genome","DENV_2","American_Asian","Complete_Genome",10542,"Brazil","Santos",2010,"Mar",-14.235004,-51.92528,"APPROXIMATE","Brazil",-23.9561304,-46.3264089,"APPROXIMATE","Santos - State of São Paulo, Brazil","American_Asian_Brazil_Santos_Sao_Paulo_plasma_01_Mar_2010"
"5384","HF955511",499137119,"Dengue_virus_2_partial_gene_for_polyprotein_envelope_protein__E__and_nonstructural_protein_1__NS1__region_strain_DEN_9251_RO_2012_isolate_9251","DENV_2",NA,"E_NS1",484,"India",NA,2012,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2012"
"5385","KC963425",527479856,"Dengue_virus_4_strain_TVP_986_polyprotein_gene_partial_cds","DENV_4","II","Polyprotein_Gene",1674,"Brazil",NA,1982,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"II_Brazil_1982"
"5386","KC963424",527479854,"Dengue_virus_4_strain_TVP_376_polyprotein_gene_partial_cds","DENV_4","II","Polyprotein_Gene",1674,"Colombia",NA,1982,NA,4.570868,-74.297333,"APPROXIMATE","Colombia",NA,NA,NA,NA,"II_Colombia_1982"
"5387","KC876044",526302496,"Dengue_virus_2_isolate_DENV_STM1_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",490,"India",NA,2012,"Sep",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_blood_Sep_2012"
"5388","JN406515",395863627,"Dengue_virus_3_isolate_Cairns_2008_complete_genome","DENV_3","I","Complete_Genome",10707,"Australia",NA,2008,NA,-25.274398,133.775136,"APPROXIMATE","Australia",NA,NA,NA,NA,"I_Australia_2008"
"5389","JN406514",395863625,"Dengue_virus_3_isolate_Cairns_98_complete_genome","DENV_3","II","Complete_Genome",10707,"Australia",NA,1998,NA,-25.274398,133.775136,"APPROXIMATE","Australia",NA,NA,NA,NA,"II_Australia_1998"
"5390","KC848589",525328363,"Dengue_virus_3_isolate_SO_DB131_2011_envelope_glycoprotein_gene_partial_cds","DENV_3",NA,"E",1479,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5391","KC848588",525328361,"Dengue_virus_3_isolate_SO_DB130_2011_envelope_glycoprotein_gene_partial_cds","DENV_3",NA,"E",1479,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5392","KC848587",525328359,"Dengue_virus_3_isolate_SO_DB129_2011_envelope_glycoprotein_gene_partial_cds","DENV_3",NA,"E",1479,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5393","KC848586",525328357,"Dengue_virus_3_isolate_SO_DB128_2011_envelope_glycoprotein_gene_partial_cds","DENV_3",NA,"E",1479,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5394","KC848585",525328355,"Dengue_virus_3_isolate_SO_DB127_2011_envelope_glycoprotein_gene_partial_cds","DENV_3",NA,"E",1479,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5395","KC848584",525328353,"Dengue_virus_2_isolate_SO_DB126_2011_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5396","KC848583",525328351,"Dengue_virus_2_isolate_SO_DB125_2011_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5397","KC848582",525328349,"Dengue_virus_2_isolate_SO_DB124_2011_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5398","KC848581",525328347,"Dengue_virus_2_isolate_SO_DB123_2011_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5399","KC848580",525328345,"Dengue_virus_1_isolate_SO_DB122_2011_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5400","KC848579",525328343,"Dengue_virus_1_isolate_SO_DB121_2011_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5401","KC848578",525328341,"Dengue_virus_1_isolate_SO_DB120_2011_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5402","KC848577",525328339,"Dengue_virus_1_isolate_SO_DB119_2011_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5403","KC848576",525328337,"Dengue_virus_1_isolate_SO_DB118_2011_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Somalia",NA,2011,NA,5.152149,46.199616,"APPROXIMATE","Somalia",NA,NA,NA,NA,"C6_36_Somalia_serum_2011"
"5404","KC741442",480355074,"Dengue_virus_1_isolate_NC12_16052012_1171_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1520,"New Caledonia",NA,2012,"May",-20.904305,165.618042,"APPROXIMATE","New Caledonia",NA,NA,NA,NA,"I_""""Asian""""_New_Caledonia_blood_16_May_2012"
"5405","KC741441",480355072,"Dengue_virus_1_isolate_NC12_17022012_258_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1519,"New Caledonia",NA,2012,"Apr",-20.904305,165.618042,"APPROXIMATE","New Caledonia",NA,NA,NA,NA,"I_""""Asian""""_New_Caledonia_Aedes_albopictus_cell_line_C636_cell_supernatant_17_Apr_2012"
"5406","KC741440",480355070,"Dengue_virus_1_isolate_NC12_24072012_2205_Lait_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1485,"New Caledonia",NA,2012,"Jul",-20.904305,165.618042,"APPROXIMATE","New Caledonia",NA,NA,NA,NA,"I_""""Asian""""_New_Caledonia_Aedes_albopictus_cell_line_C636_cell_supernatant_24_Jul_2012"
"5407","KC741439",480355068,"Dengue_virus_1_isolate_NC12_28072012_BB3_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1517,"New Caledonia",NA,2012,"Jul",-20.904305,165.618042,"APPROXIMATE","New Caledonia",NA,NA,NA,NA,"I_""""Asian""""_New_Caledonia_blood_28_Jul_2012"
"5408","KC741438",480355066,"Dengue_virus_1_isolate_NC12_21072012_MM_envelope_protein__E__gene_partial_cds","DENV_1",NA,"E",1484,"New Caledonia",NA,2012,"Jul",-20.904305,165.618042,"APPROXIMATE","New Caledonia",NA,NA,NA,NA,"I_""""Asian""""_New_Caledonia_blood_21_Jul_2012"
"5409","KC954624",512764680,"Dengue_virus_1_isolate_PRESDEN1_C_PrM_gene_partial_cds","DENV_1",NA,"C_prM",313,"India",NA,2011,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_blood_2011"
"5410","KC812279",521308225,"Dengue_virus_2_isolate_PR_DB117_2006_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Puerto Rico",NA,2006,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2006_G.A._Santiago"
"5411","KC812278",521308223,"Dengue_virus_2_isolate_TW_DB116_1987_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Taiwan",NA,1987,NA,23.69781,120.960515,"APPROXIMATE","Taiwan",NA,NA,NA,NA,"C6_36_cells_Taiwan_serum_1987_G.A._Santiago"
"5412","KC812277",521308214,"Dengue_virus_1_isolate_PR_DB115_1998_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,1998,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_1998_G.A._Santiago"
"5413","KC800609",516282367,"Dengue_virus_2_isolate_Den_15_Odisha_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",2221,"India",NA,2011,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2011"
"5414","KC800608",516282363,"Dengue_virus_2_isolate_Den_14_Odisha_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",2221,"India",NA,2011,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2011"
"5415","KC800607",516282360,"Dengue_virus_2_isolate_Den_13_Odisha_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",2221,"India",NA,2011,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2011"
"5416","KC800606",516282358,"Dengue_virus_2_isolate_Den_12_Odisha_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",2221,"India",NA,2010,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2010"
"5417","KC800605",516282355,"Dengue_virus_2_isolate_Den_11_Odisha_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",2221,"India",NA,2010,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2010"
"5418","KC800604",516282353,"Dengue_virus_2_isolate_R_1_Odisha_polyprotein_gene_partial_cds","DENV_2",NA,"Polyprotein_Gene",2221,"India",NA,2011,NA,20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"India_2011"
"5419","KC787100",514995185,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",368,"India",NA,2012,"Nov",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_10_Nov_2012"
"5420","KC787099",514995183,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",466,"India",NA,2012,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_10_Oct_2012"
"5421","KC787098",514995181,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","I","E",201,"India",NA,2009,"Sep",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"I_India_serum_25_Sep_2009"
"5422","KC787097",514995179,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",432,"India",NA,2012,"Nov",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_16_Nov_2012"
"5423","KC787096",514995177,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",457,"India",NA,2012,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_12_Oct_2012"
"5424","KC787095",514995175,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",413,"India",NA,2011,"Nov",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_13_Nov_2011"
"5425","KC787094",514995173,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",407,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_29_Oct_2011"
"5426","KC787093",514995171,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",402,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_20_Oct_2011"
"5427","KC787092",514995169,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",413,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_13_Oct_2011"
"5428","KC787091",514995167,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",393,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_07_Oct_2011"
"5429","KC787090",514995165,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","IV","E",407,"India",NA,2011,"Aug",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"IV_India_serum_10_Aug_2011"
"5430","KC787089",514995163,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",354,"India",NA,2012,"Nov",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_08_Nov_2012"
"5431","KC787088",514995161,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",456,"India",NA,2012,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_04_Oct_2012"
"5432","KC787087",514995159,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",447,"India",NA,2012,"Aug",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_30_Aug_2012"
"5433","KC787086",514995157,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",465,"India",NA,2012,"Jul",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_26_Jul_2012"
"5434","KC787085",514995155,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",377,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_27_Oct_2011"
"5435","KC787084",514995153,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",441,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_17_Oct_2011"
"5436","KC787083",514995151,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",438,"India",NA,2011,"Oct",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_14_Oct_2011"
"5437","KC787082",514995149,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",446,"India",NA,2011,"Sep",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_27_Sep_2011"
"5438","KC787081",514995147,"Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds","DENV_1","III","E",439,"India",NA,2011,"Sep",20.593684,78.96288,"APPROXIMATE","India",NA,NA,NA,NA,"III_India_serum_15_Sep_2011"
"5439","KC788502",514315318,"Dengue_virus_3_isolate_DENV_3_150_polyprotein_gene_partial_cds","DENV_3","III","Polyprotein_Gene",227,"Brazil","Manaus",2009,"Dec",-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.1190275,-60.0217314,"APPROXIMATE","Manaus, State of Amazonas, Brazil","III_Brazil_AM_Manaus_15_Dec_2009"
"5441","KC788500",514315315,"Dengue_virus_3_isolate_DENV_3_151_polyprotein_gene_partial_cds","DENV_3","III","Polyprotein_Gene",227,"Brazil","Manaus",2009,"Dec",-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.1190275,-60.0217314,"APPROXIMATE","Manaus, State of Amazonas, Brazil","III_Brazil_AM_Manaus_15_Dec_2009"
"5442","KC788499",514315313,"Dengue_virus_4_isolate_DENV_4_517_polyprotein_gene_partial_cds","DENV_4","II","Polyprotein_Gene",227,"Brazil","Manaus",2009,"Dec",-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.1190275,-60.0217314,"APPROXIMATE","Manaus, State of Amazonas, Brazil","II_Brazil_AM_Manaus_15_Dec_2009"
"5443","KC733847",512134554,"Dengue_virus_1_strain_Maracanau10CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5444","KC733846",512134552,"Dengue_virus_1_strain_Maracanau9CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5445","KC733845",512134550,"Dengue_virus_1_strain_Maracanau8CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5446","KC733844",512134548,"Dengue_virus_1_strain_Fortaleza9CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Fortaleza",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.7319029,-38.5267393,"APPROXIMATE","Fortaleza - State of Ceará, Brazil","Brazil_Fortaleza_Ceara_serum_2011"
"5447","KC733843",512134546,"Dengue_virus_1_strain_Fortaleza8CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Fortaleza",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.7319029,-38.5267393,"APPROXIMATE","Fortaleza - State of Ceará, Brazil","Brazil_Fortaleza_Ceara_serum_2011"
"5448","KC733842",512134544,"Dengue_virus_1_strain_Maracanau7CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5449","KC733841",512134542,"Dengue_virus_1_strain_Maracanau6CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5450","KC733840",512134540,"Dengue_virus_1_strain_Fortaleza7CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Fortaleza",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.7319029,-38.5267393,"APPROXIMATE","Fortaleza - State of Ceará, Brazil","Brazil_Fortaleza_Ceara_serum_2011"
"5451","KC733839",512134538,"Dengue_virus_1_strain_Ico1CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Ico",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-6.4026236,-38.8591633,"APPROXIMATE","Icó, CE, 63430-000, Brazil","Brazil_Ico_Ceara_serum_2011"
"5452","KC733838",512134536,"Dengue_virus_1_strain_Maracanau5CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5453","KC733837",512134534,"Dengue_virus_1_strain_Itapipoca4CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Itapipoca",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.499706,-39.5839241,"APPROXIMATE","Itapipoca, CE, 62540-000, Brazil","Brazil_Itapipoca_Ceara_serum_2011"
"5454","KC733836",512134532,"Dengue_virus_1_strain_Itapipoca3CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Itapipoca",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.499706,-39.5839241,"APPROXIMATE","Itapipoca, CE, 62540-000, Brazil","Brazil_Itapipoca_Ceara_serum_2011"
"5455","KC733835",512134530,"Dengue_virus_1_strain_Pacajus1CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Pacajus",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-4.1731846,-38.460945,"APPROXIMATE","Pacajus, CE, 62870-000, Brazil","Brazil_Pacajus_Ceara_serum_2011"
"5456","KC733834",512134528,"Dengue_virus_1_strain_Itapipoca1CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Itapipoca",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.499706,-39.5839241,"APPROXIMATE","Itapipoca, CE, 62540-000, Brazil","Brazil_Itapipoca_Ceara_serum_2011"
"5457","KC733833",512134526,"Dengue_virus_1_strain_Caninde1CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Caninde",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-4.3580865,-39.3137855,"APPROXIMATE","Canindé - State of Ceará, Brazil","Brazil_Caninde_Ceara_serum_2011"
"5458","KC733832",512134524,"Dengue_virus_1_strain_Limoeiro1CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Limoeiro",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-7.8729849,-35.4405946,"APPROXIMATE","Limoeiro - State of Pernambuco, Brazil","Brazil_Limoeiro_Ceara_serum_2011"
"5459","KC733831",512134522,"Dengue_virus_1_strain_Maracanau1CearaBR_11_polyprotein_gene_partial_cds","DENV_1",NA,"Polyprotein_Gene",240,"Brazil","Macaranau",2011,NA,-14.235004,-51.92528,"APPROXIMATE","Brazil",-3.8674127,-38.6261113,"APPROXIMATE","Maracanaú, CE, Brazil","Brazil_Macaranau_Ceara_serum_2011"
"5460","KC006944",512130121,"Dengue_virus_1_strain_11_GZ_12_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
"5461","KC006943",512130119,"Dengue_virus_1_strain_11_GZ_11_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
"5462","KC006942",512130117,"Dengue_virus_1_strain_11_GZ_10_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
"5463","KC006941",512130115,"Dengue_virus_1_strain_11_GZ_09_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
"5464","KC006940",512130113,"Dengue_virus_1_strain_11_GZ_08_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
"5465","KC006939",512130111,"Dengue_virus_1_strain_11_GZ_07_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
"5466","KC006938",512130109,"Dengue_virus_1_strain_11_GZ_06_envelope_protein_gene_partial_cds","DENV_1","IV","E",1485,"China","Guangzhou",2011,NA,35.86166,104.195397,"APPROXIMATE","China",23.12911,113.264385,"APPROXIMATE","Guangzhou, Guangdong, China","China_Guangzhou_serum_2011"
